user_id,movie_id,rating
18,20,3
18,47,3
19,50,5
19,16,2
19,39,2
19,47,3
19,26,3
19,48,5
19,31,3
19,1,5
19,40,3
20,27,1
20,6,5
20,18,3
20,31,3
20,12,2
20,7,5
20,14,3
20,49,3
20,8,5
20,23,1
20,25,3
20,30,1
20,16,2
20,50,4
21,5,4
21,38,2
21,33,2
21,42,4
21,1,5
21,29,2
21,50,3
21,44,3
21,3,5
21,28,2
21,4,5
21,39,3
21,13,4
21,20,3
21,11,2
22,22,2
22,7,5
22,6,5
22,2,5
22,11,3
22,28,1
22,12,3
22,27,2
22,21,1
22,36,4
22,23,1
22,8,4
22,33,3
22,19,2
23,7,4
23,1,5
23,31,2
23,39,4
23,43,4
23,30,1
23,22,1
23,19,4
23,49,3
23,16,3
23,21,1
23,34,2
23,27,2
23,29,2
23,40,3
23,8,5
23,15,4
24,1,5
24,15,3
24,48,3
24,21,1
24,19,3
24,4,5
24,22,1
24,11,4
24,41,5
24,20,4
24,39,3
24,49,3
24,28,2
24,47,3
24,34,2
24,6,5
25,8,4
25,40,2
25,31,2
25,18,2
25,7,5
25,49,4
25,43,3
25,9,5
25,36,2
25,25,3
26,5,4
26,48,4
26,28,2
26,40,2
26,16,4
26,43,3
26,4,5
26,10,5
26,35,2
26,12,3
26,41,5
26,26,1
26,45,4
26,50,5
26,19,2
26,37,4
26,29,1
27,27,2
27,15,2
27,1,5
27,17,2
27,25,1
27,29,1
27,48,4
27,36,4
27,2,5
27,33,3
27,34,3
27,5,5
27,47,3
27,38,4
27,44,3
27,50,5
28,28,2
28,38,3
28,11,3
28,27,1
28,19,4
28,17,3
28,40,2
28,1,4
28,20,2
28,31,3
28,24,1
28,32,4
28,42,4
28,7,4
28,44,4
28,25,2
29,25,2
29,31,2
29,36,2
29,22,2
29,35,2
29,32,2
29,30,3
29,4,4
29,48,4
29,42,5
29,8,5
29,7,4
29,16,2
30,15,3
30,49,3
30,10,5
30,29,2
30,45,4
30,36,3
30,22,1
30,7,5
30,23,1
30,20,3
30,32,2
30,35,3
30,3,4
30,17,3
30,48,4
30,37,3
30,39,3
31,43,4
31,9,4
31,10,5
31,17,3
31,1,4
31,7,4
31,18,3
31,35,2
31,30,3
31,8,5
31,3,4
31,24,2
31,22,1
31,42,4
31,47,3
32,11,3
32,40,3
32,34,4
32,37,2
32,38,3
32,44,4
32,14,3
32,31,3
32,48,4
32,13,4
32,6,4
32,20,2
32,49,4
32,30,1
32,23,1
32,2,4
32,12,2
32,3,5
32,17,2
32,43,3
33,49,4
33,11,3
33,26,1
33,14,3
33,18,2
33,19,2
33,29,2
33,43,5
33,24,2
33,25,1
33,1,4
33,28,1
33,16,2
33,10,4
33,7,5
33,9,5
33,15,3
33,46,3
34,5,4
34,19,3
34,8,5
34,38,2
34,50,3
34,17,2
34,28,1
34,29,1
35,16,3
35,46,4
35,26,1
35,24,2
35,39,3
35,27,1
35,33,3
35,50,3
35,8,5
35,35,4
35,17,2
36,19,2
36,22,2
36,7,5
36,12,3
36,35,3
36,43,4
36,28,1
36,27,2
36,25,1
36,34,4
36,14,2
36,31,4
36,48,4
36,30,1
36,42,3
36,41,4
36,24,2
36,46,5
37,42,5
37,35,3
37,1,5
37,13,2
37,12,2
37,47,3
37,25,1
37,45,3
37,43,3
37,23,1
38,4,5
38,19,3
38,9,5
38,10,4
38,17,3
38,34,2
38,16,2
38,40,3
38,1,5
38,5,4
38,28,1
38,6,5
38,27,1
38,31,3
38,29,2
38,3,5
38,47,3
39,49,3
39,2,5
39,37,2
39,27,1
39,23,1
39,45,4
39,25,1
39,47,3
39,18,3
39,33,2
39,1,5
39,29,2
39,50,5
39,43,3
39,28,2
39,40,3
40,34,2
40,39,4
40,29,3
40,7,5
40,38,2
40,8,4
40,2,4
40,24,1
40,1,5
40,41,5
40,12,3
40,31,2
40,32,2
40,19,2
40,50,3
40,44,3
40,46,3
40,21,2
40,23,3
40,37,3
41,37,4
41,2,1
41,26,1
41,35,4
41,49,5
41,22,3
41,39,3
41,28,1
41,46,5
41,30,2
41,17,5
41,1,2
41,8,1
41,19,5
41,23,1
41,50,4
41,3,2
42,47,5
42,13,4
42,5,1
42,18,4
42,11,5
42,28,2
42,48,4
42,25,1
42,37,4
42,6,1
42,19,5
42,33,3
42,42,5
42,1,2
42,44,4
42,23,2
43,35,3
43,39,4
43,34,4
43,7,3
43,44,5
43,42,5
43,22,1
43,31,4
43,17,5
43,18,5
43,10,1
43,25,1
43,15,4
43,45,5
43,20,5
43,49,5
43,50,5
43,5,1
43,36,4
43,46,5
44,13,5
44,50,4
44,47,5
44,49,4
44,46,5
44,18,5
44,10,1
44,32,3
44,22,1
44,40,3
44,38,4
44,42,4
44,39,4
45,6,1
45,10,1
45,37,4
45,15,5
45,23,2
45,22,2
45,18,5
45,44,5
45,5,1
45,39,3
46,33,3
46,14,5
46,25,2
46,16,5
46,48,5
46,36,3
46,5,2
46,34,4
46,49,4
46,42,5
46,39,3
46,11,4
46,10,1
46,18,4
46,27,1
46,30,2
46,17,4
46,50,5
46,6,2
47,44,5
47,6,1
47,10,2
47,36,4
47,9,2
47,7,2
47,21,2
47,29,1
47,30,1
47,3,1
47,31,3
47,22,2
47,16,5
47,42,5
47,35,4
47,4,3
47,2,2
47,49,5
48,6,1
48,22,1
48,17,5
48,10,2
48,32,3
48,47,4
48,13,5
48,41,5
48,19,5
48,36,3
48,14,5
48,20,4
48,50,4
48,5,3
48,27,1
48,39,4
48,33,3
48,7,1
48,48,4
49,26,2
49,34,3
49,24,2
49,1,2
49,21,1
49,14,5
49,31,4
49,8,1
49,36,4
49,10,1
49,12,5
49,3,2
49,7,1
50,2,2
50,30,2
50,13,5
50,22,1
50,33,4
50,3,2
50,26,2
50,25,3
50,45,4
50,1,1
50,15,5
50,38,3
50,10,2
51,11,5
51,6,2
51,49,4
51,34,4
51,26,1
51,23,1
51,14,5
51,20,5
51,36,3
51,46,5
51,35,3
51,40,3
51,28,2
51,41,5
51,47,4
52,50,5
52,45,5
52,11,5
52,7,1
52,32,3
52,49,4
52,40,3
52,15,5
52,35,4
53,2,2
53,37,3
53,3,1
53,33,4
53,26,2
53,36,3
53,48,5
53,7,1
53,35,3
53,14,5
53,21,1
53,25,2
53,46,5
54,37,3
54,19,5
54,44,5
54,40,4
54,39,3
54,26,2
54,48,5
54,15,4
54,20,5
54,14,5
54,41,5
54,49,4
54,5,1
54,10,1
54,47,5
54,30,2
54,17,4
54,13,5
54,32,3
54,43,4
55,6,1
55,14,4
55,39,4
55,18,5
55,1,2
55,43,4
55,20,5
55,31,4
55,21,1
55,17,5
55,19,4
55,5,1
55,40,4
55,34,3
56,29,1
56,7,1
56,16,5
56,40,3
56,50,5
56,49,5
56,39,3
56,24,2
56,4,3
56,9,3
56,23,3
56,37,3
56,2,3
56,44,5
56,19,4
56,17,5
56,1,2
56,35,3
56,42,5
57,33,3
57,23,2
57,39,3
57,6,2
57,49,5
57,19,5
57,30,3
57,50,4
57,32,4
57,11,5
57,15,4
57,46,5
57,14,4
57,40,4
58,6,2
58,17,4
58,24,1
58,34,3
58,25,1
58,50,5
58,10,1
58,27,1
58,44,5
58,2,1
58,30,3
58,37,3
58,47,5
58,28,1
58,31,3
58,1,1
59,44,4
59,7,1
59,40,4
59,32,3
59,49,4
59,33,4
59,19,5
59,3,1
59,18,4
59,20,4
59,1,1
60,20,5
60,21,2
60,31,3
60,48,5
60,30,3
60,40,4
60,7,3
60,28,2
60,9,1
60,10,1
60,11,4
61,42,5
61,3,1
61,46,5
61,50,4
61,21,1
61,47,5
61,48,4
61,39,3
61,36,4
61,45,5
61,35,4
61,32,3
61,16,4
61,31,4
61,25,1
61,24,1
61,8,2
61,9,2
61,10,2
62,8,2
62,11,5
62,37,4
62,18,5
62,24,2
62,40,3
62,5,2
62,31,4
62,12,5
62,14,5
62,48,5
62,41,5
63,15,5
63,49,5
63,2,1
63,31,4
63,29,1
63,24,2
63,12,5
63,7,1
63,38,4
63,25,3
63,9,1
63,27,2
63,46,4
63,50,5
63,21,1
63,8,1
63,22,2
63,1,1
63,26,1
64,2,1
64,17,5
64,11,5
64,6,2
64,31,4
64,9,2
64,8,1
64,18,5
64,26,1
64,16,5
64,35,3
65,24,2
65,41,5
65,27,1
65,38,4
65,5,2
65,12,5
65,34,4
65,44,5
65,35,4
65,16,5
65,3,1
66,38,4
66,24,1
66,33,4
66,10,1
66,4,1
66,6,2
66,47,5
66,21,3
66,18,5
66,8,1
66,45,4
66,5,1
66,11,5
66,42,4
66,41,5
66,13,5
66,23,2
67,42,5
67,23,2
67,20,4
67,44,4
67,26,2
67,18,5
67,1,2
67,22,2
67,39,4
67,37,3
67,38,4
67,11,4
67,14,5
67,13,5
67,24,1
67,29,1
67,46,4
68,44,5
68,33,4
68,19,5
68,40,4
68,48,5
68,29,1
68,47,5
68,9,2
68,2,1
68,34,3
68,17,5
68,50,5
68,49,5
68,38,3
68,30,1
68,11,4
68,25,1
69,22,2
69,13,4
69,8,3
69,47,5
69,18,4
69,7,2
69,41,5
69,17,4
69,9,2
69,50,5
69,43,5
69,28,1
69,1,1
70,45,5
70,27,2
70,36,4
70,9,3
70,37,4
70,1,1
70,10,1
70,25,1
70,34,3
70,18,5
70,32,4
70,39,3
70,7,2
71,39,3
71,16,5
71,9,1
71,31,3
71,1,1
71,27,2
71,21,2
71,45,5
71,26,2
72,11,4
72,2,2
72,49,4
72,22,2
72,43,5
72,1,1
72,24,3
72,14,5
72,30,2
72,41,5
72,10,1
72,34,4
72,35,3
72,42,5
72,29,2
72,6,1
72,5,2
73,42,5
73,3,2
73,43,5
73,46,4
73,10,2
73,28,1
73,47,5
73,11,5
73,35,4
73,16,4
73,6,2
73,2,1
73,19,5
73,40,4
73,9,3
73,12,5
73,32,4
73,50,4
73,7,1
73,30,1
74,26,2
74,50,5
74,46,5
74,44,5
74,20,4
74,15,4
74,10,3
74,4,1
74,7,2
74,30,2
74,16,5
74,2,3
74,47,5
74,25,1
74,45,4
74,37,3
74,41,4
74,3,1
74,38,4
74,9,3
75,21,1
75,33,3
75,30,2
75,39,3
75,6,2
75,1,2
75,29,1
75,41,5
75,11,4
75,13,5
75,23,1
75,18,4
75,48,4
75,45,5
75,7,3
76,42,4
76,20,5
76,24,2
76,39,4
76,14,4
76,6,2
76,30,2
76,33,3
76,46,4
76,48,5
76,17,4
76,44,5
76,37,3
76,32,4
76,38,3
76,15,4
76,45,4
76,31,3
76,26,2
77,30,2
77,45,4
77,36,3
77,9,1
77,40,3
77,24,2
77,16,4
77,39,3
77,2,1
77,28,2
77,1,2
77,29,1
77,8,2
77,21,2
77,10,3
77,48,4
77,42,5
77,38,4
77,33,4
77,3,2
78,19,5
78,7,1
78,2,2
78,14,5
78,13,4
78,17,5
78,12,5
78,28,1
78,22,1
78,25,1
78,41,5
78,27,1
78,21,1
78,49,5
78,36,4
78,1,1
79,20,5
79,1,2
79,26,1
79,19,5
79,8,1
79,27,1
79,31,3
79,44,4
79,4,1
79,43,5
79,15,4
79,9,1
79,6,1
79,24,1
79,33,3
80,12,5
80,33,3
80,32,3
80,26,2
80,1,1
80,39,4
80,8,1
80,35,3
80,45,5
80,41,4
80,44,5
80,9,3
80,46,5
80,40,4
80,17,5
80,31,4
80,48,4
80,11,5
80,24,2
81,45,3
81,14,1
81,5,1
81,20,1
81,23,5
81,9,1
81,43,3
81,6,2
81,27,5
81,25,5
81,19,1
82,29,5
82,3,3
82,11,2
82,18,1
82,21,5
82,48,3
82,36,4
82,33,3
82,6,2
82,17,1
82,13,3
82,8,1
82,42,2
82,31,4
82,46,2
82,23,5
83,36,4
83,29,5
83,10,1
83,30,5
83,25,5
83,18,2
83,24,5
83,35,4
84,17,1
84,47,4
84,1,1
84,31,3
84,30,5
84,24,4
84,45,4
84,2,3
84,6,2
84,50,3
85,12,1
85,41,2
85,47,2
85,40,3
85,31,4
85,18,1
85,2,2
85,35,3
85,30,4
85,5,2
85,39,3
85,10,2
85,6,2
85,36,3
85,9,1
85,8,1
85,21,4
85,15,1
85,45,2
86,36,3
86,42,4
86,40,3
86,19,1
86,3,1
86,24,5
86,20,1
86,48,2
86,47,3
86,23,5
86,10,1
87,1,1
87,39,4
87,27,4
87,49,2
87,26,5
87,45,3
87,8,2
87,41,3
87,12,3
87,38,3
87,35,3
87,20,1
88,48,3
88,38,4
88,35,4
88,49,3
88,29,5
88,47,2
88,33,3
88,28,5
88,7,2
88,40,5
88,34,3
88,21,5
88,45,4
88,3,1
88,2,1
88,50,3
89,10,1
89,17,1
89,4,2
89,15,1
89,20,1
89,5,2
89,47,3
89,42,2
89,30,5
89,2,1
89,24,5
89,25,5
89,11,2
89,27,5
90,5,1
90,23,5
90,46,3
90,36,4
90,8,2
90,10,1
90,21,4
90,27,4
90,12,1
90,30,5
90,39,3
90,9,1
90,15,2
90,7,1
91,1,2
91,6,1
91,24,5
91,39,4
91,22,5
91,36,3
91,7,1
91,25,5
91,23,4
91,38,3
91,37,5
91,19,1
91,12,2
91,49,3
91,27,5
92,36,4
92,3,2
92,1,1
92,28,4
92,47,3
92,27,5
92,12,2
92,42,2
92,6,3
92,9,1
93,25,4
93,41,4
93,19,2
93,15,2
93,31,3
93,2,1
93,49,4
93,26,5
93,40,4
93,28,5
93,13,1
93,14,1
93,24,5
93,45,4
93,47,3
94,32,5
94,12,1
94,15,1
94,40,4
94,28,5
94,13,2
94,39,4
94,24,5
94,10,2
94,26,5
94,9,1
94,48,3
94,1,1
94,6,1
94,36,3
94,19,2
94,46,3
94,4,1
94,42,3
95,27,5
95,49,2
95,5,1
95,2,1
95,36,3
95,46,3
95,35,4
95,38,5
95,25,5
95,20,1
95,26,5
95,32,3
95,28,5
95,12,1
95,19,1
95,9,1
95,21,5
95,11,1
95,29,5
96,33,4
96,46,3
96,42,2
96,9,1
96,47,3
96,8,1
96,32,3
96,5,3
96,43,2
96,30,5
96,49,4
96,50,3
96,22,5
97,12,1
97,19,2
97,44,2
97,13,1
97,30,5
97,21,4
97,8,1
97,43,4
97,28,5
97,25,5
97,22,4
97,49,3
97,4,1
97,48,2
98,29,5
98,15,1
98,19,1
98,6,2
98,7,3
98,27,5
98,3,1
98,14,3
98,20,1
98,12,1
98,36,4
98,1,3
99,5,1
99,48,3
99,15,2
99,18,2
99,17,1
99,31,4
99,38,3
99,27,4
100,41,2
100,27,5
100,31,4
100,28,5
100,1,2
100,48,4
100,9,2
100,50,3
100,33,3
100,10,2
100,43,2
100,38,3
100,47,3
100,29,5
101,47,4
101,32,4
101,49,3
101,7,2
101,14,1
101,15,1
101,23,5
101,20,3
102,36,4
102,9,2
102,34,3
102,22,5
102,19,3
102,43,4
102,13,1
102,35,4
102,37,3
102,3,1
102,4,2
102,16,2
102,5,1
102,48,2
102,15,1
102,49,2
102,40,3
103,1,1
103,20,1
103,6,1
103,27,5
103,41,4
103,14,3
103,25,5
103,42,2
103,33,4
104,15,2
104,19,1
104,35,4
104,17,1
104,48,3
104,27,5
104,34,4
104,18,2
104,8,3
104,21,5
104,1,2
104,39,4
104,45,4
104,6,1
105,39,4
105,46,3
105,36,5
105,11,1
105,18,1
105,30,5
105,44,3
105,19,2
105,31,5
105,40,4
106,24,5
106,46,3
106,1,2
106,38,3
106,11,1
106,8,1
106,26,4
106,3,1
106,6,3
106,33,4
106,36,3
106,40,4
106,9,1
106,39,4
106,10,1
106,22,5
106,5,3
106,25,5
106,2,1
107,4,2
107,34,4
107,11,2
107,17,3
107,35,4
107,15,1
107,26,5
107,37,4
107,32,4
107,45,2
107,24,5
107,22,5
107,14,1
107,49,4
107,41,2
107,39,3
108,40,5
108,25,5
108,21,5
108,26,5
108,43,3
108,34,4
108,41,2
108,8,1
108,2,1
108,6,2
108,7,1
108,16,1
108,32,4
108,10,1
108,36,4
108,20,2
109,36,4
109,41,3
109,16,2
109,21,5
109,34,4
109,8,3
109,27,5
109,47,2
109,45,2
109,13,1
109,19,1
109,11,1
109,42,4
109,3,1
109,9,2
109,46,2
110,1,2
110,50,3
110,15,3
110,28,5
110,44,3
110,23,5
110,43,4
110,7,1
110,26,5
110,48,3
111,23,5
111,28,4
111,15,2
111,41,3
111,24,5
111,44,2
111,33,4
111,22,5
111,48,2
111,40,3
111,1,1
111,27,5
111,9,1
111,4,2
111,30,5
111,29,5
111,39,4
111,19,1
111,21,5
111,14,2
112,36,3
112,35,3
112,44,3
112,46,4
112,17,2
112,10,1
112,8,2
112,12,3
112,22,5
112,13,1
112,37,5
112,43,3
112,16,3
112,18,3
112,40,4
112,39,5
112,33,4
113,40,5
113,12,1
113,23,4
113,41,3
113,46,2
113,22,5
113,4,3
113,18,1
113,20,1
113,32,5
113,10,3
113,17,1
113,50,2
113,9,2
113,35,4
113,45,3
113,28,5
114,19,1
114,34,5
114,29,5
114,4,1
114,39,5
114,32,4
114,21,5
114,31,5
114,26,4
114,40,3
114,50,4
114,8,3
114,11,1
114,43,4
114,14,1
114,38,3
114,15,2
115,3,1
115,46,3
115,10,1
115,12,1
115,8,1
115,45,2
115,33,3
115,49,3
116,23,5
116,43,2
116,27,4
116,45,3
116,3,3
116,38,3
116,32,3
116,22,5
117,15,1
117,1,2
117,18,1
117,24,5
117,20,1
117,23,5
117,45,3
117,10,2
117,41,3
117,11,2
117,16,1
117,22,5
117,17,1
117,6,2
117,21,5
117,27,5
117,47,2
117,35,3
117,43,2
117,7,2
118,14,1
118,3,1
118,42,2
118,4,2
118,17,1
118,6,3
118,21,5
118,2,1
118,44,3
118,39,5
118,13,2
118,28,5
118,22,5
118,37,4
118,12,1
118,31,3
118,33,4
118,16,1
119,8,1
119,27,5
119,20,1
119,42,3
119,41,2
119,43,3
119,1,3
119,31,5
119,34,5
119,37,4
119,11,1
119,18,1
119,5,3
120,20,1
120,44,4
120,34,3
120,11,1
120,28,5
120,19,1
120,50,3
120,27,5
120,5,2
120,15,1
120,47,2
120,33,4
120,45,3
120,16,3
120,7,3
120,22,5
120,35,5
121,24,3
121,23,4
121,17,3
121,45,2
121,38,5
121,46,2
121,11,2
121,14,3
121,18,4
121,9,1
121,29,5
122,42,1
122,27,3
122,12,3
122,22,4
122,28,3
122,10,1
122,31,5
122,41,1
122,4,1
122,2,1
122,50,3
122,32,5
122,49,1
122,6,1
122,11,3
122,3,2
122,36,5
123,2,2
123,44,2
123,23,4
123,43,1
123,41,1
123,25,3
123,19,3
123,11,3
123,40,5
123,27,3
123,32,4
123,42,1
123,28,4
123,45,3
123,49,2
123,12,4
123,9,1
123,5,1
123,21,3
124,43,2
124,32,4
124,26,5
124,7,1
124,6,1
124,29,4
124,30,4
124,24,4
124,1,1
124,2,1
124,33,5
124,49,1
124,27,4
124,31,4
124,40,5
124,17,2
124,44,1
124,8,1
124,38,5
124,4,1
125,38,4
125,19,4
125,25,4
125,3,1
125,15,3
125,6,3
125,36,5
125,46,1
125,16,3
125,31,5
125,20,3
125,9,2
125,27,5
126,33,5
126,29,4
126,26,4
126,50,2
126,20,4
126,22,4
126,49,2
126,39,5
126,30,3
126,8,1
126,17,3
126,13,2
126,6,1
126,12,3
127,43,2
127,18,4
127,48,1
127,19,4
127,38,5
127,31,5
127,26,4
127,46,1
127,29,3
127,4,1
127,41,2
127,21,5
127,42,2
127,32,4
127,6,2
127,10,2
127,5,2
128,32,5
128,31,5
128,48,1
128,23,5
128,3,1
128,4,2
128,45,1
128,21,4
128,6,2
128,37,5
128,19,2
129,43,1
129,1,1
129,32,4
129,24,4
129,4,2
129,39,5
129,14,4
129,50,2
129,13,3
129,22,4
129,34,5
129,5,2
129,37,4
129,35,4
129,38,5
129,21,4
129,2,1
129,3,1
129,11,3
130,47,2
130,31,5
130,1,1
130,13,2
130,40,5
130,33,4
130,14,3
130,26,3
130,21,3
131,41,3
131,20,2
131,43,1
131,34,5
131,18,3
131,10,2
131,31,5
131,8,2
132,36,5
132,48,2
132,38,4
132,26,4
132,8,3
132,35,5
132,27,4
132,46,3
132,45,2
132,12,3
132,22,4
132,19,3
132,15,3
132,40,5
132,16,2
132,21,4
132,29,3
133,19,3
133,7,2
133,27,4
133,31,5
133,16,3
133,32,5
133,41,3
133,2,1
133,46,1
133,43,2
134,16,2
134,27,4
134,17,4
134,35,4
134,22,5
134,23,4
134,44,2
134,12,3
134,13,4
134,47,1
134,14,2
134,30,5
134,4,2
134,21,3
134,33,5
134,50,1
134,19,3
134,26,3
134,1,2
134,25,3
135,16,3
135,31,5
135,40,4
135,29,4
135,25,3
135,15,4
135,28,5
135,41,1
135,5,1
135,36,5
135,3,1
135,6,1
135,18,3
135,35,5
135,11,2
135,10,1
135,48,3
136,11,4
136,46,1
136,24,4
136,33,5
136,43,1
136,20,3
136,3,2
136,13,4
137,43,2
137,25,5
137,26,5
137,21,4
137,22,4
137,7,1
137,12,2
137,38,5
137,19,2
137,35,5
137,49,1
137,4,2
137,36,5
137,40,5
137,24,5
137,29,4
138,24,4
138,44,1
138,50,1
138,22,4
138,45,1
138,37,4
138,5,1
138,1,1
138,3,2
138,41,1
139,49,2
139,1,2
139,7,1
139,39,5
139,6,1
139,46,1
139,13,3
139,10,2
139,27,4
139,37,5
139,15,2
139,47,1
139,33,5
140,23,4
140,5,1
140,26,3
140,50,2
140,48,1
140,36,5
140,37,5
140,45,1
140,6,1
140,4,2
140,35,4
140,18,4
140,7,1
140,19,4
140,39,5
140,41,1
140,27,4
140,1,1
140,47,2
140,31,5
141,18,3
141,42,2
141,43,3
141,38,5
141,24,3
141,14,4
141,49,1
141,36,5
141,25,4
142,6,1
142,22,5
142,13,4
142,18,3
142,40,4
142,36,5
142,20,3
142,4,1
142,44,1
142,29,3
142,7,1
142,3,1
142,10,1
142,11,2
142,21,5
142,47,1
143,22,3
143,49,1
143,50,1
143,19,3
143,28,5
143,2,1
143,24,4
143,13,3
143,40,4
143,8,3
143,42,1
143,25,5
143,47,2
143,27,4
143,34,5
143,21,4
143,4,1
143,41,1
143,32,5
144,7,1
144,17,4
144,24,4
144,3,1
144,22,4
144,48,2
144,35,5
144,25,4
144,1,1
144,10,1
144,4,2
144,16,3
144,30,3
144,8,2
144,42,3
145,21,4
145,35,5
145,32,5
145,18,3
145,3,1
145,2,2
145,37,4
145,1,2
145,48,3
146,3,1
146,28,4
146,44,3
146,12,3
146,20,2
146,25,3
146,7,2
146,8,1
146,33,5
146,14,4
146,19,4
146,18,4
146,34,5
146,32,5
147,21,3
147,31,4
147,24,3
147,7,2
147,22,3
147,34,5
147,27,3
147,23,5
147,38,5
147,40,5
147,41,1
147,33,5
147,39,4
147,26,3
147,13,3
148,7,1
148,31,5
148,33,5
148,24,4
148,14,3
148,10,1
148,15,3
148,3,2
148,34,5
148,18,3
148,49,1
148,9,2
148,28,3
148,29,4
148,6,2
148,8,1
148,39,4
148,2,1
149,32,5
149,2,2
149,14,2
149,45,1
149,41,1
149,44,1
149,22,3
149,34,5
149,29,3
149,28,3
149,15,2
149,30,3
149,38,5
149,8,1
149,10,1
149,49,2
149,27,4
149,33,5
149,35,5
150,45,1
150,39,5
150,30,4
150,47,1
150,48,2
150,15,3
150,34,5
150,2,1
150,8,2
150,10,1
150,50,1
150,23,4
150,9,1
150,20,4
151,50,1
151,35,5
151,19,2
151,45,1
151,11,2
151,40,5
151,6,1
151,2,2
151,31,5
151,14,3
151,27,4
151,17,3
151,25,4
151,29,3
151,22,3
152,21,4
152,43,2
152,40,5
152,10,2
152,19,3
152,34,5
152,15,2
152,36,4
152,49,1
152,2,2
152,28,4
153,2,1
153,21,4
153,30,5
153,38,5
153,24,5
153,20,3
153,39,5
153,10,2
153,22,4
154,19,4
154,31,5
154,42,2
154,48,1
154,29,4
154,32,5
154,28,5
154,6,1
154,26,5
154,46,1
155,14,3
155,6,1
155,2,1
155,12,3
155,31,5
155,48,1
155,32,5
155,21,3
155,8,1
155,44,2
155,22,3
155,37,5
156,20,3
156,13,3
156,3,2
156,44,3
156,7,2
156,24,4
156,15,2
156,35,4
156,23,4
156,48,3
157,40,5
157,48,2
157,21,4
157,27,4
157,28,5
157,20,2
157,18,3
157,24,5
157,16,2
157,31,5
157,26,4
157,9,1
157,49,1
157,11,3
157,3,1
157,33,5
157,41,2
157,43,1
157,42,2
157,34,5
158,41,2
158,36,5
158,33,5
158,50,1
158,6,1
158,24,4
158,5,1
158,45,1
158,28,3
159,39,5
159,30,4
159,46,1
159,12,2
159,19,4
159,20,2
159,10,3
159,31,4
159,34,5
160,45,1
160,48,1
160,2,2
160,46,3
160,10,1
160,34,5
160,24,3
160,36,5
160,30,4
160,6,3
160,27,3
160,31,5
160,13,2
160,39,5
161,32,3
161,22,2
161,1,3
161,12,5
